MLBCODE,full_name
439481,Johnny Hilo
441775,Brian Hinchy
460581,Scott Hindman
443136,Rob Hinds
467409,Steve Hine
443251,Pooh Hines
430628,Carlos Hines
453457,Matthew Hines
454608,Travis Hinton
462386,Beau Hintz
465516,Inocencio Hiraldo
437775,Rick Hirtensteiner
430936,Brian Hitchcox
437186,Kevin Hite
455719,David Hixson
439508,George Hlodan
445117,Bob Hlousek
440441,Chris Hmielewski
463570,Wes Hoane
452172,Jay Hobbs
437560,Corey Hoch
451540,Josh Hochgesang
441798,Kevin Hodge
469659,Luis Hodge
450358,Kerry Hodges
461366,Jared Hoerman
439500,Steve Hoff
456728,Josh Hoffpauir
451687,Micah Hoffpauir
443400,Todd Hogan
448166,Gary Hogan
440245,Shawn Hogge
461744,James Holcomb
435728,Brian Holden
442832,Nate Holdren
430616,Lincoln Holdzkom
449526,Rick Holifield
454593,Tapley Holland
461381,Josh Holliday
407812,Matt Holliday
449744,Alec Hollifield
444773,Adrian Hollinger
435993,Stacy Hollins
436198,Darontaye Hollins
455725,Steve Holm
437274,Craig Holman
449032,Micah Holst
454622,Ryan Holsten
450230,Todd Holt
446955,Daylan Holt
458017,Chris Holt
440796,Joseph Holzbauer
441906,Brian Hommel
439530,Heath Honeycutt
439901,Jay Hood
450828,Donnie Hood
441101,Kevin Hook
458991,Jon Hooker
437558,Jimmy Hooper
452707,Clay Hooper
440871,Daren Hooper
453627,Jesse Hoorelbeke
425849,David Hooten
442141,Jeff Hootselle
449052,Steve Hoover
457971,Clint Hoover
448212,Shane Hopper
464198,Joshua Hopper
463550,Kevin Hopper
440361,Norris Hopper
439853,Craig Hopson
425820,Joe Horgan
438342,Jeff Horn
441679,Tyrone Horne
459357,Travis Horne
408207,Jim Horner
461794,Michael Horney
446659,Aaron Hornostaj
441388,Brent Horsman
440563,Conan Horton
456607,Clint Hosford
444049,Jim Hostetler
437579,Marc Houle
434885,D.J. Houlton
452131,David Housel
442834,Kyle Houser
434522,Jeff Housman
455927,Ryan Houston
437833,Tom Howard
472922,Marcus Howard
453847,Jason Howard
429667,Ryan Howard
454439,Jason Howarth
444548,Chris Howay
438958,Matt Howe
462379,Michael Howell
451266,Jared Howton
463555,Mike Hoyt
438834,Derrick Hritz
455140,Kevin Huang
466812,Jeremy Hubbard
436530,Travis Hubbel
438632,Dan Hubbs
454993,Ryan Hubele
440099,Jeff Huber
435679,Jon Huber
443284,Brian Hucks
449769,Josh Hudnall
441625,Bert Hudson
448745,Danny Hudson
447806,Ben Hudson
445084,William Hudson
463994,Alejandro Hueda
442704,Mike Huelsmann
451228,Daniel Huesgen
442626,Larry Huff
438197,B.J. Huff
457383,Jake Huff
453603,Ken Huff
439852,Mike Huffaker
438690,David Huggins
455621,Richard Huggins
461229,Mike Huggins
437556,Brian Hughes
441418,Mike Hughes
408017,Nial Hughes
449733,Rocky Hughes
441378,Sean Hugo
456467,J.C. Huguet
444896,Bryan Huie
442731,Jason Huisman
430619,Justin Huisman
457820,Eric Hull
442736,Mike Huller
443416,Steve Huls
437921,Dan Hummel
454450,Rick Hummel
469744,Jared Humphries
447807,Justin Humphries
435974,Trevor Humphry
457418,Chris Humrich
442710,Jeff Hundley
439512,Bo Hundt
436906,Joe Hunt
452708,Jordan Hunt
448156,Stephen Hunt
469483,Germaine Hunter
441391,Johnny Hunter
439316,David Hunter
455718,Matthew Huntingford
438544,James Huntley
436877,Scott Huntsman
439220,Brandon Huntsman
448740,Derek Hurley
437415,Doug Hurst
436421,Ed Hurtado
465940,Victor Hurtado
464659,Omar Hurtado
458989,Tim Huson
440900,Darrell Hussman
442369,Gary Hust
442460,Brent Husted
440762,Mark Hutchings
440821,Norm Hutchins
469769,Burnell Hutchinson
437864,Bernard Hutchison
448310,Ryan Hutchison
455720,Wes Hutchison
461772,Jason Huth
439709,Jeff Hutzler
442721,Adam Huxhold
466270,Nathan Hyde
443052,Matt Hyers
444095,Gary Hymel
437676,Anthony Iapoce
438866,Aaron Iatarola
437668,Jesse Ibarra
470733,Brent Iddon
438935,Antoine Ide
446853,Greg Ienni
579799,Ryota Igarashi
506432,Kei Igawa
470938,Luis Iglesias
442781,Mike Iglesias
444014,Mario Iglesias
463108,Reggie Ignash
465452,Eric Igualada
435338,Tadahito Iguchi
472694,Koichi Ikeue
436685,Brett Illig
464196,Steve Immel
440310,Jason Imrisek
493125,Atsunori Inaba
441280,Todd Incantalupo
452634,Matt Incinelli
470105,Danny Infante
468894,Asdrubal Infante
471739,Franklin Infante
443986,Rhett Ingerick
446928,Joe Inglett
430960,Jeff Inglin
439087,Darron Ingram
460332,Bryan Ingram
452147,Isaac Iorg
442685,Eric Ireland
492946,Yusaku Iriki
459324,Blair Irvin
439110,Damon Irvis
453459,Charlie Isaacson
461241,Jeremy Isenhower
471576,Derrick Isenia
439485,Chairon Isenia
438659,Gabriel Ishee
465469,Takehito Ishida
493126,Hirotoshi Ishii
448170,Travis Ishikawa
467403,Taisuke Ishimaru
439685,Johnny Isom
473180,Jeremy Ison
477468,Pedro Iturbe
436027,Josh Itzoe
459688,Bjorn Ivy
547874,Hisashi Iwakuma
493127,Akinori Iwamura
462768,Junichi Iwasaki
430895,Maicer Izturis
437926,Jeff Jackson
439793,Gavin Jackson
463493,Stosh Jackson
442722,Brandon Jackson
442466,Jeremy Jackson
450246,Brandon Jackson
442747,Brian Jackson
445118,Kevin Jackson
431226,Steve Jackson
451563,Dan Jackson
441323,Chris Jackson
438223,Chris Jackson
429719,Edwin Jackson
441732,Russell Jacob
463504,Dioscar Jacobo
455050,Kervin Jacobo
440283,Ryan Jacobs
442314,Dwayne Jacobs
436388,Greg Jacobs
437875,Jake Jacobs
437580,John Jacobs
408312,Mike Jacobs
435959,Joe Jacobsen
430944,Bucky Jacobsen
455039,Landon Jacobsen
438922,Andrew Jacobson
425790,Russ Jacobson
462556,William Jacobson
453469,Chris Jaile
445081,Wes Jaillet
442896,Brandon James
436394,Tony James
439324,Drue James
425770,Kenny James
407834,Ryan Jamison
461392,John Janek
443630,Pete Janicki
445652,Cheyenne Janke
454584,Nate Janowicz
461806,Ardley Jansen
455043,Javerro January
448825,Jeramy Janz
441755,Frank Jaramillo
441133,Lee Jaramillo
470845,Milko Jaramillo
436193,Ryan Jaroncyk
441584,Link Jarrett
462469,Kregg Jarvais
150384,Matt Jarvis
464585,Elinton Jasco
464766,Miguel Jauregui
462709,Tony Javier
439873,Aaron Jaworowski
458967,Bryon Jeffcoat
438406,Daryl Jefferies
443372,David Jefferson
461215,Andrew Jefferson
436892,Craig Jelsovsky
442789,Dee Jenkins
437693,Corey Jenkins
441416,Brian Jenkins
457865,Neil Jenkins
462540,Kevin Jenkins
438533,Justin Jensen
436757,Jared Jensen
441405,Jason Jensen
460210,Dave Jensen
436761,Brian Jergenson
453625,Karl Jernigan
443726,Tris Jerue
441809,Benjamin Jewson
462714,Yoan Jhonson
444108,Joe Jiannetti
455440,Manny Jimenez
472788,Ruben Jimenez
470726,Felipe Jimenez
472261,Jon Jimenez
468826,Carlos Jimenez
470215,Richard Jimenez
459376,Kelvin Jimenez
434622,Ubaldo Jimenez
462945,Cesar Jimenez
436549,Jack Joffrion
451738,Todd Johannes
471830,Ben Johanning
466064,Jeff Johannsen
457501,Ryan Johansen
445131,Ryan Johnerson
442470,Michael Johns
437932,Barry Johnson
442766,Jack Johnson
444800,Earl Johnson
440301,A.J. Johnson
436450,J.J. Johnson
443711,Ric Johnson
468144,Greg Johnson
438698,David Johnson
438400,Patrick Johnson
443063,Adam Johnson
438043,Damon Johnson
443749,Craig Johnson
443278,Thomas Johnson
442310,Jason Johnson
441273,Duan Johnson
443768,Chadwick Johnson
437565,James Johnson
425448,Gary Johnson
408225,Rontrez Johnson
438245,Erik Johnson
460564,Brian Johnson
436361,Jeremiah Johnson
460563,Eric Johnson
441630,Jason Johnson
440790,Eric Johnson
439499,Tony Johnson
438182,Doug Johnson
451227,Jeremy Johnson
456019,Chris Johnson
438237,Solomon Johnson
461913,Michael Johnson
442142,Duane Johnson
446510,Patrick Johnson
456017,Forrest Johnson
473175,Thadeus Johnson
462906,Dale Johnson
430681,Dan Johnson
453494,Kelly Johnson
442493,Kareem Johnson
452632,Doug Johnson
449465,Bryan Johnson
459718,J.J. Johnson
457876,Seth Johnson
457886,Jeremy Johnson
462382,Jim Johnson
471107,Elliot Johnson
440834,Sean Johnston
439327,Clint Johnston
436924,Doug Johnston
450346,Ryan Johnston
430635,Mike Johnston
462789,Rikki Johnston
460236,Dave Johnston
452184,Ben Johnstone
492706,Kenji Johjima
436901,Brian Jolliffe
442422,Kiki Jones
443410,Jay Jones
436146,Ryan Jones
440848,Jack Jones
441851,Fontella Jones
436528,Aaron Jones
441402,Charlie Jones
437702,Jaime Jones
429983,Greg Jones
468979,Brian Jones
441821,Jeremy Jones
438649,Tim Jones
462536,Mitch Jones
437194,Travis Jones
442442,Sean Jones
445983,D.J. Jones
454634,Jeffrey Jones
452980,Quentin Jones
435730,Damien Jones
444315,Geoffrey Jones
436413,Chris Jones
450357,Kendall Jones
434540,Garrett Jones
449065,Kennard Jones
444407,Alvin Jones
445061,Terry Jones
434523,Mike Jones
455000,Justin Jones
468343,Ferenc Jongejan
437911,Kevin Jordan
443396,Yustin Jordan
445332,Edward Jordan
438058,Randy Jorgensen
443510,Tim Jorgensen
407932,Ryan Jorgensen
438908,Terry Joseph
446494,Jake Joseph
435720,Glen Joseph
472318,Adolfo Joseph
467571,Maikel Jova
438247,Jesse Joyce
459309,Michael Joyce
456230,Ken Juarbe
466078,Jonny Juarez
452705,William Juarez
439937,Jarod Juelsgaard
447797,Ben Julianel
464108,Edduar Jumelles
472437,Young-Jin Jung
441139,Eric Jupe
436519,Matthew Jurgena
456113,J.J. Jurries
444897,Kahi Kaanoi
538473,Ken Kadokura
440507,Bobby Kahlon
441837,Tom Kail
442172,Andy Kalcounos
446835,Joe Kalczynski
276338,Josh Kalinowski
438671,James Kammerer
441619,Ryan Kane
441331,Kyle Kane
464192,Pat Kane
441103,Jason Kanovich
454625,Daniel Kantrovitz
448198,Todd Kasper
441261,Nick Kast
425632,Matt Kata
473020,Takaaki Kato
443066,Jason Katz
453502,Damon Katz
461918,Matt Kauffman
440021,David Kauflin
439618,Brad Kaufman
437200,John Kaufman
446943,Nathan Kaup
452964,Jim Kavourias
441893,Kyle Kawabata
471608,Kenichiro Kawabata
441745,Orin Kawahara
499877,Kenshin Kawakami
493128,Munenori Kawasaki
462542,Kevin Kay
408313,Brett Kay
439822,Brent Kaysner
438175,Robert Kazmirski
441813,Ryan Kearney
452955,Matt Keating
444009,Jeff Keaveney
437866,Brian Keck
437153,Erik Keech
449137,Ryan Keefer
438520,Drew Keehn
435996,David Keel
449736,Chris Keelin
458446,Jason Keeline
452638,Justin Keeling
449871,Kurt Keene
439338,Justin Kees
450252,Chuck Kegley
445585,Adam Keim
467724,Tim Keinath
459394,Mike Keirstead
444504,Ben Keiter
442640,Jeff Keith
439577,Rusty Keith
444066,Korey Keling
440784,Pat Kelleher
443283,Jeremy Keller
453470,G.W. Keller
459304,Frankie Keller
408059,Rich Kelley
437619,Erskine Kelley
440046,Jason Kelley
438243,Casey Kelley
453834,Chris Kelley
431144,Ryan Kellner
458345,Pat Kelly
439225,John Kelly
441345,Jeff Kelly
438960,Heath Kelly
435711,Chris Kelly
458958,Dan Kelly
457973,Scott Kelly
444404,Shane Kelly
447671,Otis Kelly
462418,Steven Kelly
430603,Don Kelly
450831,Kevin Kelly
471239,Jake Kenady
441653,Phil Kendall
439290,David Kenna
457498,Jeff Kennard
443856,Gus Kennedy
437869,Ryan Kennedy
443280,Brian Kennedy
452304,Bryan Kennedy
449866,Casey Kennedy
460191,Jason Kennedy
453429,Jodie Kennedy
446498,Jeff Kenney
460175,Ryan Kenning
443976,Kyle Kennison
466162,Seth Kenny
436364,Troy Kent
443390,Robbie Kent
450343,Bryan Kent
448738,Nathan Kent
458970,Mailon Kent
472993,Mathew Kent
458499,Brandon Kentner
451243,Billy Keppinger
433898,Jeff Keppinger
436844,Al Kermode
446528,Craig Kerner
446832,Joe Kerrigan
435721,Bill Kerry
441750,John Kertis
400057,Kyle Kessel
460565,Jon Kessick
453467,Michael Kesten
442059,Tim Kester
443107,Douglas Ketchen
434702,Ryan Ketchner
436730,Calvin Key
437107,Jeff Key
440522,Scott Key
462525,Chris Key
445254,Cory Keylor
462383,Josh Khoury
440740,Jake Kidd
444011,Dax Kiefer
438413,Brian Kieffer
445602,Billy Kieninger
456577,Mark Kiger
442317,Skip Kiil
443748,Joe Kilburg
442192,Rusty Kilgo
453428,John Killalea
464054,Yuni Kim
443723,Dave Kim
470406,Il Kim
437413,Andrew Kimball
449113,Glynn Kimberley
438180,Mike Kimbrell
469005,Nick Kimpton
441999,Keith Kimsey
440174,Kirk Kinard
468294,Jason Kinchen
435818,Brett King
438382,Bill King
408308,Brad King
462459,James King
463609,Seth King
462602,Cesar King
437170,Willie King
448696,O.J. King
456605,Jason King
454525,Brennan King
454447,Bryan King
462528,Jeremy King
455600,Timothy King
472653,Brendan Kingman
441119,Jarrod Kingrey
467414,Willy Kingsbury
461768,Bobby Kingsbury
448337,Josh Kinney
440967,Jeff Kiraly
439487,Scott Kirby
455161,Brian Kirby
442639,Chris Kirgan
449456,Aaron Kirkland
443247,Brian Kirkpatrick
436339,Michael Kirkpatrick
443368,Daron Kirkreit
437708,Mark Kirst
443902,Rick Kirsten
449466,Joel Kirsten
464185,Robbie Kison
471642,Masashi Kiyono
440323,Ryan Kjos
460661,Joel Klatt
435831,Chuck Klee
437584,Matt Klein
456008,Victor Kleine
439263,Stacy Kleiner
436335,Larry Kleinz
466834,Ed Klepacki
469581,Jose Klepaski
443300,Josh Klimek
443158,Kevin Kloek
437908,David Kloes
462743,Hayden Kluver
440912,Ben Knapp
437204,Marcus Knight
470518,Jay Knoblauh
448318,Jason Knoedler
430653,Justin Knoedler
456119,Justin Knoff
439711,Brian Knoll
443691,Randy Knoll
431160,Jon Knott
438689,Mike Knowles
459359,Ryan Knox
458987,Matt Knox
443041,Jason Knupfer
493131,Masahide Kobayashi
445065,Mike Kobow
451653,Ryan Kochen
439706,Russ Koehler
439284,Matt Koeman
466155,Nate Koen
473159,Ross Koenig
441337,Thomas Koerick
435899,Mike Koerner
437227,Mark Koeth
456318,Ramsey Koeyers
439092,Eric Kofler
438178,Ed Kofler
442455,Douglas Kohl
450195,Shawn Kohn
462562,Dan Kolb
448319,Chris Kolodzey
455005,Shane Komine
442849,Toby Kominek
440875,Dennis Konrady
436827,Andrew Kontorinis
435082,Dae-Sung Koo
437569,Chuck Koone
441243,Derek Kopacz
430901,Casey Kopitzke
461224,Nathan Kopp
445090,Bobby Korecky
472500,Oleg Korneev
437366,Scott Kortmeyer
439333,Matt Kosderka
442882,Kory Kosek
473170,Kasey Koslowski
441181,Chris Kotes
453458,Jared Koutnik
443460,Tom Koutrouba
460245,Matt Koziara
456463,Kris Kozlowski
449124,Tony Kozol
436333,Eric Krall
444050,Aaron Kramer
440182,Matt Kramer
460169,Sean Kramer
452635,Josh Kranawetter
437191,Tim Kratochvil
456124,Erik Kratz
472946,Jake Kraus
440728,Scott Krause
443451,Jack Krawczyk
443437,Mike Kremblas
459361,John Kremer
450328,Mike Krga
460200,Matt Krimmel
442484,Jake Kringen
444533,David Krisch
460247,Jeremy Krismer
439268,Ryan Kritscher
430669,Josh Kroeger
425832,Andy Kropf
442734,Dustin Krug
444921,Jonathan Krysa
465493,Jay Krystofoski
437555,Greg Kubes
449460,Kaulana Kuhaulua
439227,Hector Kuilan
466932,Eric Kulbe
408194,Ryo Kumagai
469771,Frank Kunich
425539,Hong-Chih Kuo
445241,Dustin Kupper
470523,John Kupsey
436731,Kevin Kurilla
493133,Hiroki Kuroda
452195,Jesse Kurtz-Nicholl
442340,Tony Kurtz
439548,Justin Kurtz
438192,Glenn Kushma
150048,Mike Kusiewicz
506555,Masumi Kuwata
430926,Craig Kuzmic
430612,Josh Labandeira
465227,Argenis Labarca
436218,Yan Lachapelle
452275,John Lackaff
436838,Steve Lackey
456622,Vince Lacorte
440992,Cleveland Ladell
440727,Rick Ladjevich
445673,Michael Laesch
458876,Jay Laflair
462430,Shawn Lagana
437108,Joe Lagarde
439271,Rico Lagattuta
443716,Yan Lagrandeur
455029,Jacob Laidlaw
442114,Denny Lail
471526,Eudy Lajara
452701,Josh Lake
440318,Jason Lakman
468015,Greg Lakovic
464736,Jesus Lama
439330,Robert Lamarsh
435712,Ryan Lamattina
437398,Justin Lamber
437710,Clark Lambert
407868,Jeremy Lambert
460329,Casey Lambert
461250,Chase Lambin
439543,Danny Lampley
459333,B.J. LaMura
472228,Luis Landaeta
466173,Argenis Landaeta
447643,Leonard Landeros
457878,Gilbert Landestoy
440793,James Landingham
445105,Michael Landkamer
452178,Jason Landreth
443177,Todd Landry
440859,Jacques Landry
441063,Rob Landstad
437499,Aaron Lane
437113,Ryan Lane
458182,Richard Lane
452280,Brian Lane
467405,Otoniel Lanfranco
440148,Selwyn Langaigne
465502,Brian Langen
430002,Eric Langill
462820,Jean Langlois
444923,Steve Langone
444922,Ronte Langs
445135,James Langston
436543,Mike Langston
443740,Derrick Lankford
452158,Gilbert Lanoix
459381,Dustin Lansford
425552,Delvis Lantigua
463455,Denys Lantigua
462566,Doug Lantz
437714,Tobin Lanzetta
436105,Mick Laplante
459355,Reggie Laplante
464461,Eddie Lara
468060,David Lara
444312,Juan Lara
454548,Ed Laratta
438112,Levon Largusa
435859,Jason Lariviere
444515,Shaun Larkin
441956,Jayson Larman
439542,Drew Larned
440919,Jeff Laroche
437656,Scott Larock
443054,Tom Larosa
466105,Dancy Larosa
471497,Guillermo Larreal
446929,Ryan Larson
454431,Adam Larson
460171,Ryan Larson
444545,Julio Lasalle
468927,Enrique Lasose
464853,Jason Latham
467489,Wilfredo Laureano
443746,Dan Lauterhahn
444349,Jarrad Lavergne
457401,Tim Lavery
447778,Tim Lavigne
442488,Keith Law
453618,Daniel Lawler
438705,Tony Lawrence
464605,Mike Lawrence
438668,Clint Lawrence
452299,Brett Lawson
437899,Jarrod Lawson
460229,Forrest Lawson
446518,Charles Lawton
440176,Jason Layne
436917,Roger Layne
440370,Blane Layton
467465,Rafael Lazo
442929,Mike Leach
453472,Bryan Leach
437166,Nick Leach
434181,Brandon League
437923,Bart Leahy
456626,Jaeme Leal
462794,Dan Leatherman
457374,Jeff Leaumont
436736,David Lebejko
150238,Francisco Lebron
435875,Juan Lebron
472938,Hector Lebron
443561,Jesus Lebron
453931,Edgardo Lebron
446914,Aric Leclair
442103,Jason Lecronier
436538,Blake Ledbetter
447648,Myles Ledbetter
440764,Ryan Ledden
467434,Richard Ledeit
439544,Phil Ledesma
467472,Luis Ledesma
425656,Wil Ledezma
440773,Derek Lee
464167,Andy Lee
439765,Jeremy Lee
442164,Chris Lee
441838,Richard Lee
449030,Fletcher Lee
443423,Garrett Lee
449851,Tymber Lee
464221,Adam Lee
444889,Eric Lee
464236,Jonathan Lee
454990,Taber Lee
463553,Carlos Lee
466896,Adam Leed
453480,Randy Leek
471636,David Leer
443989,Brandon Leese
445103,Alex Leflore
442224,Kevin Legault
448835,Curtis Legendre
440582,Adam Leggett
430680,Justin Lehr
436745,Ryan Lehr
425484,Jon Leicester
465499,Alex Lelless
448711,Matt Lemanczyk
444022,Tim Lemon
441912,Chris Lemonis
441488,Chris Lemp
451245,Fehlandt Lentini
436384,Ryan Lentz
440227,Scott Leon
442706,Richy Leon
472923,Carlos Leon
470140,Alfredo Leon
436022,Brigmer Leon
430658,Justin Leone
468385,Olivier Lepine
434679,Anthony Lerew
439278,Maney Leshay
453912,Chris Lesieur
446645,Anthony Lester
444500,Trevor Leu
456018,Jeff Leuenberger
464698,Matt Levan
440911,Benjamin Levesque
439992,Andres Levias
408248,Don Levinski
442465,Tye Levy
451648,Michael Levy
438962,Anthony Lewis
461448,T.R. Lewis
440705,Marc Lewis
444604,Peyton Lewis
279573,Derrick Lewis
441285,Craig Lewis
441852,Rickey Lewis
466258,Russell Lewis
444104,Domonique Lewis
453483,Jeremy Lewis
430930,Fred Lewis
463296,Edgar Leyva
440067,Julian Leyva
441579,James Lezeau
462852,Don Lichay
439052,Kevin Lidle
472168,John Liepa
439719,Tal Light
462419,Scott Light
441252,Jeremiah Lignitz
439502,Merrell Ligons
456765,Cameron Likely
458994,Keith Lillash
439870,Cory Lima
462689,Lescano Lima
453443,Joe Lima
463514,Juan Lima
470049,Estivinson Lina
436403,Tom Linarelli
464172,Jesus Linares
456003,Jeff Lincoln
444321,Justin Lincoln
462396,Mason Linderbaum
439664,John Lindsey
441955,Shawn Lindsey
461370,Cordell Lindsey
446504,David Lindsey
440860,David Lindstrom
434637,Matt Lindstrom
438302,Keith Linebarger
440178,Aaron Lineweaver
448152,Thomas Lipari
454603,Nathan Lipowicz
437212,James Lira
425538,Pedro Liriano
464118,Ruddy Liriano
464180,Pedro Liriano
434538,Francisco Liriano
437844,Bob Lisanti
443644,Joe Lisio
445057,Charles Lisk
455996,Alexander Lissir
444907,Johri Litman
464229,James Little
442479,Rodney Little
442482,Roger Little
457976,Chris Little
459696,B.J. Littleton
468832,Claudio Liverziani
437181,Doug Livingston
455751,Bobby Livingston
472423,Edgar Lizarraga
466944,Sergio Lizarraga
442928,Juan Llamas
476362,Alex Llanos
442129,Brian Llibre
465615,Ching Lung Lo
459667,Jose Lobaton
439141,Dan Lock
454587,Paul Lockhart
446505,John Lockhart
453820,Sherwin Lockridge
448728,Mike Lockwood
452132,Brian Lockwood
438401,Gary Locurto
434180,Kameron Loe
452982,Bryan Loeb
436636,Marcus Logan
438722,Kyle Logan
468841,Matt Logan
438239,Josh Loggins
443475,Kevin Logsdon
437737,Dave Lohrman
438988,Adin Lohry
457984,Eric Lohse
459644,Niuman Loiz
438240,Dominick Lombardi
464243,Justin Lombardi
439415,Joe Long
439662,Garrett Long
461259,Brent Long
444133,Nick Long
438403,Marcel Longmire
442719,Neil Longo
437685,Tony Longueira
444543,Eric Lonnquist
431096,Alex Lontayo
449480,Corey Loomis
425475,Aaron Looper
466103,Mike Lopez-Cao
477477,Fabian Lopez
445776,Pedro Lopez
441365,Roberto Lopez
468395,Angel Lopez
214950,Mickey Lopez
461197,Johann Lopez
470083,Gustavo Lopez
468947,Jose Lopez
467422,Jose Lopez
439276,Pee-Wee Lopez
452713,Chuck Lopez
464849,Norberto Lopez
463936,Omar Lopez
455734,Michael Lopez
451728,Sam Lopez
466066,Manny Lopez
463266,Luis Lopez
466754,Miguel Lopez
441332,Rafael Lopez
466061,Raul Lopez
463306,Jose Lopez
471629,Aristides Lopez
437592,Willy Lopez
451668,Gabe Lopez
469544,Juan Lopez
464732,Yovanny Lopez
450838,Nelson Lopez
477481,Miguel Lopez
445995,Arturo Lopez
465610,Luis Lopez
434601,Pedro Lopez
470762,Jamie Lopiccolo
463401,Tom Lora
457520,Justin Lord
437855,Luis Lorenzana
444920,Jonathan Lorenzen
436188,Juan Lorenzo
462440,Javier Lorenzo
450216,Michael Lorsbach
445636,Chris Lotterhos
443512,Darren Loudermilk
451483,Gary Loudon
452341,Aaron Lough
450245,Lorvin Louisa
441953,Chris Louwsma
443179,Farley Love
466748,Jeff Love
453476,Brandon Love
462391,Greg Lovelady
440849,Eric Lovinger
408102,Kevin Lovingier
440188,Ray Lovingood
408231,Ben Lowe
445637,Steve Lowe
435701,Ernesto Lowe
441293,Matt Lowe
439891,Phil Lowery
464747,Rigoberto Loya
436912,Brian Loyd
458984,Nik Lubisich
439570,Mathew Lubozynski
462463,Kevin Lucas
446917,Matt Lucas
459321,Kyle Lucas
150108,Lou Lucca
442749,Tony Lucca
441746,Rob Luce
407898,Brian Luderer
439550,Marc Ludvigsen
451693,Sean Luellwitz
462398,Alfredo Lugo
470864,Carlos Lugo
439560,Roberto Lugo
425843,Ruddy Lugo
457814,Ozzie Lugo
445059,Brandon Luna
425659,Hector Luna
467606,Leonardo Luna
431165,Spike Lundberg
462437,Ryan Lundquist
440768,Barry Lunney
463386,Roger Luque
469693,Zach Lush
408065,Jeremy Luster
408066,Ryan Luther
462416,Heath Luther
443742,Chris Luttig
438893,Manny Lutz
445124,David Lutz
453845,Kenneth Lutz
453909,Miles Luuloa
437504,Ryan Luzinski
459703,Joe Lydic
473167,Guy Lynam
437872,Ryan Lynch
439210,Jim Lynch
443905,Pat Lynch
465428,Jerry Lynde
453837,Brody Lynn
448703,Nicholas Lyon
436922,Jon Lyons
438196,Mike Lyons
461767,Chaz Lytle
446643,Derrik Lytle
462770,Steve Maas
438717,Mark Maberry
430834,Chris Mabeus
464230,Barry Mabry
440057,Jon Macalutas
438660,Chris Macca
456753,Brandon Macchi
454618,Clark Mace
464593,Fausto Macey
439537,Monte Macgillivray
447639,Erick Macha
471589,Albenis Machado
452981,Michael Machen
466948,Jean Machi
468109,Jose Macias
435703,Tony Mack
435964,Jamie Mackert
439455,Jason Mackey
441134,Richard Mackiewitz
445074,Jason Mackintosh
461246,Jeffrey Mackor
466186,Greg Mackoul
445085,Tommy Maclane
435736,Chris Macmillan
439850,Bob Macrory
469487,Garry Maddox
462377,Jeremy Maddox
464161,Maximo Made
471750,Luis Made
443559,Sandy Madera
466087,Francisco Madero
439294,Scott Madison
437122,Chris Madonna
456023,Steve Madril
425476,Bobby Madritsch
437893,Bill Madson
468134,Remy Maduro
450250,Jorge Maduro
541168,Yukinaga Maeda
466063,Kats Maeda
473364,Hiroyuki Maehara
527128,Katsuhiko Maekawa
440229,Mickey Maestas
448320,Pete Maestrales
443621,Ricky Magdaleno
441397,Mathew Magers
470526,Brett Magnusson
444398,Jim Magrane
438903,Alan Mahaffey
436326,John Mahalik
436907,Dallas Mahan
457813,Caleb Maher
439535,Sean Mahoney
472863,Ricardo Mahoney
436541,T.J. Maier
448673,Mitchell Maio
433583,Val Majewski
446448,Carl Makowsky
436172,Jaime Malave
440742,Dennis Malave
443053,Esteban Maldonado
430961,Carlos Maldonado
459726,Ed Maldonado
444540,Bobby Malek
437230,Eric Maleski
440726,Edgar Malin
443452,Scott Malinowski
437698,Bryan Malko
440889,Randi Mallard
439516,Andrew Mallory
452183,Mike Mallory
443292,Bill Malloy
462570,William Malone
436717,Jeff Maloney
464760,Martin Malpica
439304,Gregg Maluchnik
454465,Matt Mamula
442143,Mark Manbeck
467677,Deni Mancebo
437381,Tony Mancha
437540,Dwight Maness
441108,Chris Maness
400102,Nick Maness
451697,Brian Manfred
436190,Joel Manfredi
465667,Jarad Mangioni
459700,Micah Mangrum
442462,Mark Mangum
440222,James Manias
461899,Adam Manley
436927,Derek Mann
448167,Brandon Mann
425857,David Manning
440208,Nate Manning
443988,Brian Manning
449741,Mike Manning
461787,Pat Manning
456617,Ricky Manning
446450,Brendan Mannix
443055,Jay Mansavage
442438,Doug Mansfield
449143,Monte Mansfield
466137,Marcellous Manuel
443305,Tim Manwiller
463344,Adrian Manzano
462674,Roberto Manzueta
456600,Jake Mapes
457805,Chris Maples
448431,Tony Marabella
467436,Luis Marache
441933,Luis Marcano
455048,Pierre-Luc Marceau
442927,Nick Marchant
459697,Dan Marchetti
436523,Mike Marchiano
438225,Frank Marciante
443069,T.R. Marcinczyk
437241,Dave Marciniak
452991,Alex Marconi
439119,Matt Marenghi
449454,Ben Margalski
441815,Ronald Marietta
441951,John Marifian
465494,Willy Marin
466920,Daniel Marin
472648,Del Marine
460556,Anthony Marini
440080,Lawrence Marino
452953,Jackson Markert
438910,Barry Markey
442198,Brandon Markiewicz
435878,Thad Markray
461791,Carlos Marmol
440888,Kevin Marn
465484,Josh Marn
454984,Agustin Marquetti
408253,Robert Marquez
461781,Eduardo Marquez
472321,Jose Marquez
443770,Jason Marr
437934,Kenny Marrero
