year,mlb_id,pitch_type,times
2008,110029,CH,305
2008,110029,CU,253
2008,110029,EP,1
2008,110029,FA,1
2008,110029,FC,152
2008,110029,FF,936
2008,110029,FS,43
2008,110029,FT,411
2008,110029,IN,4
2008,110029,KC,34
2008,110029,KN,30
2008,110029,SI,392
2008,110029,SL,323
2008,110189,CH,18
2008,110189,CU,13
2008,110189,FC,6
2008,110189,FF,47
2008,110189,FS,4
2008,110189,FT,12
2008,110189,SI,12
2008,110189,SL,35
2008,110236,CH,280
2008,110236,CU,234
2008,110236,EP,1
2008,110236,FA,4
2008,110236,FC,108
2008,110236,FF,547
2008,110236,FO,3
2008,110236,FS,46
2008,110236,FT,171
2008,110236,IN,18
2008,110236,KC,22
2008,110236,KN,30
2008,110236,PO,2
2008,110236,SI,310
2008,110236,SL,260
2008,110383,CH,131
2008,110383,CU,121
2008,110383,FC,72
2008,110383,FF,577
2008,110383,FS,22
2008,110383,FT,142
2008,110383,IN,13
2008,110383,KC,5
2008,110383,PO,4
2008,110383,SI,219
2008,110383,SL,227
2008,110385,CH,45
2008,110385,CU,39
2008,110385,FC,41
2008,110385,FF,379
2008,110385,FS,11
2008,110385,FT,94
2008,110385,IN,11
2008,110385,KC,2
2008,110385,PO,4
2008,110385,SI,208
2008,110385,SL,111
2008,110683,FT,4
2008,110870,CH,6
2008,110870,CU,10
2008,110870,FC,6
2008,110870,FF,24
2008,110870,FS,6
2008,110870,FT,9
2008,110870,SI,19
2008,111072,CH,45
2008,111072,CU,28
2008,111072,FC,26
2008,111072,FF,152
2008,111072,FS,5
2008,111072,FT,31
2008,111072,IN,4
2008,111072,KC,4
2008,111072,PO,1
2008,111072,SI,83
2008,111072,SL,65
2008,111213,CH,118
2008,111213,CU,70
2008,111213,FA,1
2008,111213,FC,22
2008,111213,FF,281
2008,111213,FS,8
2008,111213,FT,85
2008,111213,IN,1
2008,111213,KC,2
2008,111213,SI,151
2008,111213,SL,134
2008,111492,FF,1
2008,111548,CH,189
2008,111548,CU,122
2008,111548,FC,105
2008,111548,FF,410
2008,111548,FS,18
2008,111548,FT,149
2008,111548,IN,5
2008,111548,KC,18
2008,111548,KN,18
2008,111548,PO,1
2008,111548,SI,244
2008,111548,SL,189
2008,111838,CU,1
2008,111838,FC,1
2008,111838,FF,11
2008,111838,FT,1
2008,111838,SL,3
2008,111851,CH,209
2008,111851,CU,201
2008,111851,EP,3
2008,111851,FA,1
2008,111851,FC,155
2008,111851,FF,983
2008,111851,FS,21
2008,111851,FT,207
2008,111851,IN,2
2008,111851,KC,30
2008,111851,KN,15
2008,111851,PO,5
2008,111851,SI,390
2008,111851,SL,327
2008,111867,CH,60
2008,111867,CU,53
2008,111867,FC,42
2008,111867,FF,337
2008,111867,FS,7
2008,111867,FT,90
2008,111867,KN,9
2008,111867,PO,4
2008,111867,SI,167
2008,111867,SL,96
2008,111904,CH,236
2008,111904,CU,140
2008,111904,FC,106
2008,111904,FF,730
2008,111904,FO,2
2008,111904,FS,14
2008,111904,FT,252
2008,111904,KC,5
2008,111904,KN,12
2008,111904,SI,275
2008,111904,SL,343
2008,112020,FF,9
2008,112020,FT,9
2008,112020,SL,11
2008,112077,CH,23
2008,112077,CU,20
2008,112077,FC,2
2008,112077,FF,72
2008,112077,FS,6
2008,112077,FT,30
2008,112077,PO,1
2008,112077,SI,24
2008,112077,SL,32
2008,112087,CH,67
2008,112087,CU,55
2008,112087,EP,1
2008,112087,FC,30
2008,112087,FF,284
2008,112087,FS,9
2008,112087,FT,84
2008,112087,IN,12
2008,112087,KC,8
2008,112087,KN,4
2008,112087,SI,136
2008,112087,SL,55
2008,112116,CH,139
2008,112116,CU,110
2008,112116,EP,1
2008,112116,FC,62
2008,112116,FF,581
2008,112116,FS,28
2008,112116,FT,169
2008,112116,IN,4
2008,112116,KN,8
2008,112116,PO,5
2008,112116,SI,237
2008,112116,SL,135
2008,112128,CH,22
2008,112128,CU,33
2008,112128,FA,1
2008,112128,FC,47
2008,112128,FF,250
2008,112128,FS,7
2008,112128,FT,63
2008,112128,KC,13
2008,112128,PO,1
2008,112128,SI,92
2008,112128,SL,68
2008,112131,CH,122
2008,112131,CU,59
2008,112131,EP,2
2008,112131,FC,40
2008,112131,FF,366
2008,112131,FS,18
2008,112131,FT,103
2008,112131,KC,6
2008,112131,KN,29
2008,112131,PO,2
2008,112131,SI,172
2008,112131,SL,78
2008,112223,CH,9
2008,112223,CU,29
2008,112223,FC,27
2008,112223,FF,126
2008,112223,FS,1
2008,112223,FT,27
2008,112223,IN,4
2008,112223,SI,70
2008,112223,SL,50
2008,112316,CH,60
2008,112316,CU,78
2008,112316,FC,14
2008,112316,FF,295
2008,112316,FS,10
2008,112316,FT,99
2008,112316,IN,3
2008,112316,KC,1
2008,112316,SI,109
2008,112316,SL,99
2008,112526,CH,3
2008,112526,FF,4
2008,112736,CH,118
2008,112736,CU,102
2008,112736,FC,43
2008,112736,FF,503
2008,112736,FS,17
2008,112736,FT,148
2008,112736,IN,4
2008,112736,KC,8
2008,112736,KN,7
2008,112736,PO,1
2008,112736,SI,198
2008,112736,SL,121
2008,112903,CH,35
2008,112903,CU,15
2008,112903,FC,4
2008,112903,FF,72
2008,112903,FS,1
2008,112903,FT,31
2008,112903,SI,22
2008,112903,SL,33
2008,113028,CH,223
2008,113028,CU,170
2008,113028,EP,1
2008,113028,FC,153
2008,113028,FF,905
2008,113028,FS,24
2008,113028,FT,330
2008,113028,KC,17
2008,113028,KN,24
2008,113028,SI,394
2008,113028,SL,226
2008,113232,CH,231
2008,113232,CU,238
2008,113232,FC,145
2008,113232,FF,877
2008,113232,FS,54
2008,113232,FT,236
2008,113232,IN,60
2008,113232,KC,8
2008,113232,KN,8
2008,113232,PO,3
2008,113232,SI,321
2008,113232,SL,337
2008,113240,CH,232
2008,113240,CU,141
2008,113240,EP,1
2008,113240,FA,2
2008,113240,FC,62
2008,113240,FF,452
2008,113240,FO,2
2008,113240,FS,25
2008,113240,FT,92
2008,113240,IN,4
2008,113240,KC,10
2008,113240,KN,20
2008,113240,SI,231
2008,113240,SL,191
2008,113358,CH,1
2008,113358,CU,3
2008,113358,FC,5
2008,113358,FF,25
2008,113358,FT,8
2008,113358,KC,2
2008,113358,SI,6
2008,113358,SL,12
2008,113660,CH,209
2008,113660,CU,123
2008,113660,EP,1
2008,113660,FC,47
2008,113660,FF,697
2008,113660,FO,2
2008,113660,FS,41
2008,113660,FT,197
2008,113660,IN,4
2008,113660,KC,8
2008,113660,PO,3
2008,113660,SI,253
2008,113660,SL,159
2008,113679,CH,264
2008,113679,CU,217
2008,113679,FA,1
2008,113679,FC,170
2008,113679,FF,837
2008,113679,FS,22
2008,113679,FT,221
2008,113679,IN,12
2008,113679,KC,23
2008,113679,SI,382
2008,113679,SL,432
2008,113702,CH,114
2008,113702,CU,111
2008,113702,FC,70
2008,113702,FF,352
2008,113702,FS,13
2008,113702,FT,118
2008,113702,KC,2
2008,113702,KN,3
2008,113702,PO,2
2008,113702,SI,185
2008,113702,SL,227
2008,113744,CH,169
2008,113744,CU,103
2008,113744,FC,78
2008,113744,FF,610
2008,113744,FS,36
2008,113744,FT,205
2008,113744,IN,2
2008,113744,KC,4
2008,113744,PO,1
2008,113744,SI,244
2008,113744,SL,191
2008,113889,CH,124
2008,113889,CU,77
2008,113889,EP,2
2008,113889,FA,2
2008,113889,FC,32
2008,113889,FF,396
2008,113889,FS,37
2008,113889,FT,132
2008,113889,IN,5
2008,113889,KC,1
2008,113889,PO,3
2008,113889,SI,256
2008,113889,SL,152
2008,113915,CH,3
2008,113915,FC,1
2008,113915,FF,24
2008,113915,FT,2
2008,113915,KC,1
2008,113915,SI,11
2008,113915,SL,5
2008,114031,CH,14
2008,114031,CU,15
2008,114031,EP,1
2008,114031,FC,10
2008,114031,FF,77
2008,114031,FS,2
2008,114031,FT,27
2008,114031,KC,2
2008,114031,KN,2
2008,114031,SI,36
2008,114031,SL,23
2008,114260,CH,125
2008,114260,CU,104
2008,114260,EP,2
2008,114260,FC,69
2008,114260,FF,332
2008,114260,FS,46
2008,114260,FT,55
2008,114260,IN,4
2008,114260,KC,10
2008,114260,KN,22
2008,114260,PO,1
2008,114260,SI,152
2008,114260,SL,161
2008,114596,CH,76
2008,114596,CU,41
2008,114596,FC,40
2008,114596,FF,233
2008,114596,FS,8
2008,114596,FT,53
2008,114596,IN,2
2008,114596,KC,7
2008,114596,KN,3
2008,114596,SI,58
2008,114596,SL,93
2008,114739,CH,262
2008,114739,CU,210
2008,114739,FC,125
2008,114739,FF,776
2008,114739,FO,2
2008,114739,FS,44
2008,114739,FT,260
2008,114739,IN,9
2008,114739,KC,28
2008,114739,KN,57
2008,114739,SI,313
2008,114739,SL,293
2008,114789,CH,224
2008,114789,CU,187
2008,114789,FC,87
2008,114789,FF,853
2008,114789,FS,48
2008,114789,FT,273
2008,114789,IN,7
2008,114789,KC,24
2008,114789,PO,2
2008,114789,SI,368
2008,114789,SL,226
2008,114849,CH,14
2008,114849,CU,2
2008,114849,FA,1
2008,114849,FC,5
2008,114849,FF,63
2008,114849,FT,17
2008,114849,PO,1
2008,114849,SI,6
2008,114849,SL,11
2008,114909,CH,57
2008,114909,CU,41
2008,114909,FA,2
2008,114909,FC,44
2008,114909,FF,281
2008,114909,FS,3
2008,114909,FT,77
2008,114909,IN,4
2008,114909,KC,1
2008,114909,SI,97
2008,114909,SL,108
2008,114935,CH,151
2008,114935,CU,93
2008,114935,FA,2
2008,114935,FC,60
2008,114935,FF,568
2008,114935,FS,19
2008,114935,FT,161
2008,114935,IN,3
2008,114935,KC,10
2008,114935,KN,4
2008,114935,PO,2
2008,114935,SI,239
2008,114935,SL,126
2008,114935,UN,1
2008,115135,CH,232
2008,115135,CU,136
2008,115135,FA,3
2008,115135,FC,158
2008,115135,FF,794
2008,115135,FS,52
2008,115135,FT,180
2008,115135,IN,23
2008,115135,KC,23
2008,115135,KN,32
2008,115135,SI,286
2008,115135,SL,338
2008,115135,UN,1
2008,115210,CH,101
2008,115210,CU,92
2008,115210,FA,1
2008,115210,FC,66
2008,115210,FF,464
2008,115210,FS,8
2008,115210,FT,117
2008,115210,IN,3
2008,115210,KC,4
2008,115210,KN,3
2008,115210,PO,5
2008,115210,SI,197
2008,115210,SL,196
2008,115223,CH,146
2008,115223,CU,167
2008,115223,EP,2
2008,115223,FA,1
2008,115223,FC,137
2008,115223,FF,621
2008,115223,FO,1
2008,115223,FS,24
2008,115223,FT,148
2008,115223,IN,56
2008,115223,KC,16
2008,115223,KN,19
2008,115223,PO,2
2008,115223,SI,323
2008,115223,SL,357
2008,115229,CH,226
2008,115229,CU,126
2008,115229,FC,133
2008,115229,FF,756
2008,115229,FS,23
2008,115229,FT,206
2008,115229,IN,10
2008,115229,KC,9
2008,115229,KN,12
2008,115229,SI,337
2008,115229,SL,389
2008,115399,CH,19
2008,115399,CU,5
2008,115399,FC,5
2008,115399,FF,49
2008,115399,FT,11
2008,115399,SI,7
2008,115399,SL,5
2008,115608,CH,15
2008,115608,CU,12
2008,115608,FA,3
2008,115608,FC,20
2008,115608,FF,71
2008,115608,FS,5
2008,115608,FT,25
2008,115608,SI,23
2008,115608,SL,28
2008,115732,CH,121
2008,115732,CU,91
2008,115732,FC,108
2008,115732,FF,640
2008,115732,FS,24
2008,115732,FT,101
2008,115732,IN,22
2008,115732,KC,4
2008,115732,SI,186
2008,115732,SL,190
2008,115817,CH,4
2008,115817,CU,6
2008,115817,FC,4
2008,115817,FF,46
2008,115817,FT,4
2008,115817,SI,3
2008,115817,SL,6
2008,116338,CH,194
2008,116338,CU,132
2008,116338,FC,122
2008,116338,FF,656
2008,116338,FS,23
2008,116338,FT,185
2008,116338,IN,21
2008,116338,KC,29
2008,116338,KN,12
2008,116338,SI,398
2008,116338,SL,346
2008,116380,CH,282
2008,116380,CU,239
2008,116380,FA,2
2008,116380,FC,93
2008,116380,FF,925
2008,116380,FO,2
2008,116380,FS,38
2008,116380,FT,277
2008,116380,IN,25
2008,116380,KC,10
2008,116380,KN,17
2008,116380,PO,1
2008,116380,SI,394
2008,116380,SL,310
2008,116414,FF,2
2008,116414,SI,5
2008,116539,CH,187
2008,116539,CU,173
2008,116539,FC,159
2008,116539,FF,774
2008,116539,FS,7
2008,116539,FT,334
2008,116539,KC,30
2008,116539,KN,23
2008,116539,PO,6
2008,116539,SI,467
2008,116539,SL,304
2008,116595,CU,2
2008,116595,FF,22
2008,116595,SI,4
2008,116595,SL,3
2008,116615,CH,13
2008,116615,CU,12
2008,116615,FC,7
2008,116615,FF,102
2008,116615,FT,43
2008,116615,SI,24
2008,116615,SL,26
2008,116662,CH,128
2008,116662,CU,92
2008,116662,FC,46
2008,116662,FF,311
2008,116662,FS,27
2008,116662,FT,114
2008,116662,KC,3
2008,116662,PO,1
2008,116662,SI,117
2008,116662,SL,180
2008,116706,CH,212
2008,116706,CU,152
2008,116706,FC,82
2008,116706,FF,682
2008,116706,FS,38
2008,116706,FT,193
2008,116706,IN,49
2008,116706,KC,8
2008,116706,SI,302
2008,116706,SL,212
2008,116974,CH,144
2008,116974,CU,100
2008,116974,FC,94
2008,116974,FF,853
2008,116974,FS,11
2008,116974,FT,245
2008,116974,IN,25
2008,116974,KC,5
2008,116974,PO,11
2008,116974,SI,316
2008,116974,SL,281
2008,116999,CH,171
2008,116999,CU,108
2008,116999,FC,96
2008,116999,FF,596
2008,116999,FS,19
2008,116999,FT,174
2008,116999,IN,4
2008,116999,KC,4
2008,116999,PO,2
2008,116999,SI,205
2008,116999,SL,223
2008,117244,CH,232
2008,117244,CU,156
2008,117244,FC,107
2008,117244,FF,637
2008,117244,FS,17
2008,117244,FT,156
2008,117244,IN,12
2008,117244,KC,12
2008,117244,KN,14
2008,117244,SI,300
2008,117244,SL,323
2008,117276,CH,174
2008,117276,CU,110
2008,117276,FC,77
2008,117276,FF,622
2008,117276,FS,18
2008,117276,FT,153
2008,117276,IN,8
2008,117276,KC,19
2008,117276,PO,1
2008,117276,SI,232
2008,117276,SL,214
2008,117601,CH,242
2008,117601,CU,179
2008,117601,FC,116
2008,117601,FF,959
2008,117601,FO,1
2008,117601,FS,31
2008,117601,FT,296
2008,117601,IN,8
2008,117601,KC,13
2008,117601,KN,2
2008,117601,PO,5
2008,117601,SI,375
2008,117601,SL,499
2008,117758,CU,3
2008,117758,FC,1
2008,117758,FF,5
2008,117758,FT,1
2008,117758,SI,16
2008,117758,SL,3
2008,117842,CU,1
2008,117842,FF,10
2008,117842,FS,1
2008,117842,FT,4
2008,117842,KC,1
2008,117842,SI,5
2008,117928,CH,113
2008,117928,CU,60
2008,117928,FA,1
2008,117928,FC,44
2008,117928,FF,412
2008,117928,FS,18
2008,117928,FT,152
2008,117928,IN,4
2008,117928,KC,2
2008,117928,PO,2
2008,117928,SI,197
2008,117928,SL,166
2008,117955,CH,13
2008,117955,CU,17
2008,117955,FC,16
2008,117955,FF,136
2008,117955,FS,7
2008,117955,FT,34
2008,117955,KC,6
2008,117955,SI,55
2008,117955,SL,26
2008,118120,CH,10
2008,118120,CU,15
2008,118120,FC,7
2008,118120,FF,87
2008,118120,FS,1
2008,118120,FT,30
2008,118120,KC,1
2008,118120,SI,24
2008,118120,SL,16
2008,118377,CH,10
2008,118377,CU,15
2008,118377,FC,7
2008,118377,FF,60
2008,118377,FT,25
2008,118377,SI,22
2008,118377,SL,25
2008,119154,FC,2
2008,119154,FF,15
2008,119154,FT,4
2008,119154,SL,3
2008,119215,CH,2
2008,119215,CU,22
2008,119215,FC,6
2008,119215,FF,75
2008,119215,FS,3
2008,119215,FT,25
2008,119215,SI,36
2008,119215,SL,31
2008,119403,CH,6
2008,119403,CU,3
2008,119403,FF,13
2008,119403,FT,4
2008,119469,CH,13
2008,119469,CU,12
2008,119469,FC,7
2008,119469,FF,121
2008,119469,FS,6
2008,119469,FT,33
2008,119469,SI,33
2008,119469,SL,28
2008,119608,CU,3
2008,119608,FF,7
2008,119608,FT,4
2008,119608,SL,1
2008,119811,CH,14
2008,119811,CU,11
2008,119811,EP,1
2008,119811,FC,8
2008,119811,FF,47
2008,119811,FS,1
2008,119811,FT,13
2008,119811,IN,1
2008,119811,KN,21
2008,119811,SI,34
2008,119811,SL,17
2008,119853,CH,128
2008,119853,CU,77
2008,119853,FC,51
2008,119853,FF,297
2008,119853,FS,14
2008,119853,FT,70
2008,119853,IN,15
2008,119853,KC,7
2008,119853,KN,2
2008,119853,SI,108
2008,119853,SL,118
2008,119865,CU,1
2008,119865,FF,7
2008,119865,PO,1
2008,120044,CH,207
2008,120044,CU,149
2008,120044,FC,110
2008,120044,FF,774
2008,120044,FO,2
2008,120044,FS,15
2008,120044,FT,248
2008,120044,IN,5
2008,120044,KC,10
2008,120044,KN,18
2008,120044,PO,1
2008,120044,SI,306
2008,120044,SL,285
2008,120074,CH,245
2008,120074,CU,199
2008,120074,FA,1
2008,120074,FC,139
2008,120074,FF,609
2008,120074,FS,26
2008,120074,FT,208
2008,120074,IN,43
2008,120074,KC,63
2008,120074,SI,281
2008,120074,SL,283
2008,120074,UN,1
2008,120221,CH,2
2008,120221,CU,2
2008,120221,FC,1
2008,120221,FF,9
2008,120221,FT,7
2008,120221,SI,5
2008,120221,SL,4
2008,120416,CU,4
2008,120416,FC,1
2008,120416,FF,10
2008,120416,FS,5
2008,120416,FT,2
2008,120416,SI,4
2008,120416,SL,5
2008,120485,CH,1
2008,120485,FF,7
2008,120485,SL,1
2008,120691,CH,83
2008,120691,CU,85
2008,120691,FA,1
2008,120691,FC,34
2008,120691,FF,203
2008,120691,FS,15
2008,120691,FT,133
2008,120691,IN,9
2008,120691,KC,17
2008,120691,KN,6
2008,120691,SI,74
2008,120691,SL,66
2008,120903,CH,204
2008,120903,CU,164
2008,120903,FC,148
2008,120903,FF,925
2008,120903,FS,26
2008,120903,FT,249
2008,120903,IN,98
2008,120903,KC,7
2008,120903,KN,17
2008,120903,SI,402
2008,120903,SL,351
2008,120903,UN,1
2008,121074,CH,152
2008,121074,CU,150
2008,121074,FA,2
2008,121074,FC,93
2008,121074,FF,725
2008,121074,FS,13
2008,121074,FT,222
2008,121074,IN,4
2008,121074,KC,10
2008,121074,KN,18
2008,121074,PO,1
2008,121074,SI,276
2008,121074,SL,280
2008,121347,CH,226
2008,121347,CU,179
2008,121347,EP,1
2008,121347,FA,2
2008,121347,FC,134
2008,121347,FF,764
2008,121347,FS,31
2008,121347,FT,225
2008,121347,IN,22
2008,121347,KC,32
2008,121347,KN,23
2008,121347,SI,320
2008,121347,SL,318
2008,121358,CH,165
2008,121358,CU,124
2008,121358,FA,3
2008,121358,FC,71
2008,121358,FF,439
2008,121358,FS,26
2008,121358,FT,195
2008,121358,IN,6
2008,121358,KC,22
2008,121358,KN,10
2008,121358,SI,216
2008,121358,SL,230
2008,121386,FF,1
2008,121386,FT,2
2008,121386,SL,1
2008,121409,CH,110
2008,121409,CU,96
2008,121409,EP,1
2008,121409,FC,101
2008,121409,FF,637
2008,121409,FS,20
2008,121409,FT,202
2008,121409,IN,8
2008,121409,KC,12
2008,121409,KN,24
2008,121409,SI,227
2008,121409,SL,245
2008,121556,CH,4
2008,121556,CU,6
2008,121556,FC,1
2008,121556,FF,30
2008,121556,FS,1
2008,121556,FT,13
2008,121556,KC,1
2008,121556,SI,5
2008,121556,SL,10
2008,122027,CH,118
2008,122027,CU,94
2008,122027,FC,61
2008,122027,FF,468
2008,122027,FS,18
2008,122027,FT,138
2008,122027,KC,3
2008,122027,KN,10
2008,122027,SI,223
2008,122027,SL,186
2008,122111,CH,201
2008,122111,CU,193
2008,122111,EP,1
2008,122111,FA,4
2008,122111,FC,126
2008,122111,FF,579
2008,122111,FS,21
2008,122111,FT,172
2008,122111,IN,9
2008,122111,KC,17
2008,122111,KN,15
2008,122111,SI,239
2008,122111,SL,326
2008,122477,CH,1
2008,122477,CU,6
2008,122477,FF,17
2008,122477,FT,4
2008,122477,SL,3
2008,122644,CH,210
2008,122644,CU,110
2008,122644,EP,3
2008,122644,FC,50
2008,122644,FF,527
2008,122644,FO,2
2008,122644,FS,45
2008,122644,FT,127
2008,122644,IN,29
2008,122644,KC,13
2008,122644,KN,47
2008,122644,SI,203
2008,122644,SL,149
2008,122784,CH,32
2008,122784,CU,43
2008,122784,FC,29
2008,122784,FF,295
2008,122784,FS,11
2008,122784,FT,49
2008,122784,IN,4
2008,122784,KC,6
2008,122784,KN,6
2008,122784,SI,118
2008,122784,SL,80
2008,122987,CH,14
2008,122987,CU,10
2008,122987,FC,21
2008,122987,FF,67
2008,122987,FT,26
2008,122987,SI,22
2008,122987,SL,22
2008,123040,CH,32
2008,123040,CU,36
2008,123040,FC,17
2008,123040,FF,130
2008,123040,FS,12
2008,123040,FT,57
2008,123040,KN,1
2008,123040,SI,50
2008,123040,SL,67
2008,123041,CH,48
2008,123041,CU,28
2008,123041,FC,21
2008,123041,FF,145
2008,123041,FO,1
2008,123041,FT,38
2008,123041,KC,7
2008,123041,SI,51
2008,123041,SL,54
2008,123107,CH,113
2008,123107,CU,106
2008,123107,EP,2
2008,123107,FA,1
2008,123107,FC,53
2008,123107,FF,435
2008,123107,FS,8
2008,123107,FT,115
2008,123107,IN,8
2008,123107,KC,3
2008,123107,KN,6
2008,123107,SI,124
2008,123107,SL,214
2008,123173,CH,154
2008,123173,CU,130
2008,123173,FC,88
2008,123173,FF,798
2008,123173,FS,31
2008,123173,FT,269
2008,123173,IN,16
2008,123173,KC,4
2008,123173,PO,2
2008,123173,SI,411
2008,123173,SL,372
2008,123173,UN,1
2008,123245,CH,79
2008,123245,CU,78
2008,123245,FC,76
2008,123245,FF,423
2008,123245,FS,6
2008,123245,FT,102
2008,123245,KC,17
2008,123245,KN,40
2008,123245,SI,222
2008,123245,SL,127
2008,123272,CH,276
2008,123272,CU,197
2008,123272,FA,1
2008,123272,FC,157
2008,123272,FF,806
2008,123272,FS,46
2008,123272,FT,176
2008,123272,IN,17
2008,123272,KC,33
2008,123272,KN,9
2008,123272,SI,360
2008,123272,SL,372
2008,123387,FF,8
2008,123387,SI,5
2008,123387,SL,2
2008,123415,FF,1
2008,123415,SI,1
2008,123609,CH,86
2008,123609,CU,50
2008,123609,FA,1
2008,123609,FC,26
2008,123609,FF,198
2008,123609,FS,7
2008,123609,FT,51
2008,123609,SI,89
2008,123609,SL,67
2008,123660,CH,246
2008,123660,CU,180
2008,123660,EP,1
2008,123660,FA,1
2008,123660,FC,117
2008,123660,FF,695
2008,123660,FS,20
2008,123660,FT,187
2008,123660,IN,8
2008,123660,KC,37
2008,123660,KN,10
2008,123660,PO,1
2008,123660,SI,324
2008,123660,SL,178
2008,123689,CH,8
2008,123689,CU,4
2008,123689,FF,19
2008,123689,FT,14
2008,123689,SI,7
2008,123689,SL,7
2008,123723,CH,132
2008,123723,CU,77
2008,123723,EP,1
2008,123723,FC,54
2008,123723,FF,464
2008,123723,FS,29
2008,123723,FT,148
2008,123723,IN,6
2008,123723,KC,2
2008,123723,KN,14
2008,123723,PO,3
2008,123723,SI,168
2008,123723,SL,103
2008,123725,FF,3
2008,123744,CH,96
2008,123744,CU,67
2008,123744,FC,46
2008,123744,FF,427
2008,123744,FO,1
2008,123744,FS,23
2008,123744,FT,102
2008,123744,IN,28
2008,123744,KC,1
2008,123744,KN,4
2008,123744,SI,153
2008,123744,SL,105
2008,123801,CH,3
2008,123801,FF,10
2008,123801,SI,1
2008,124693,CH,96
2008,124693,CU,45
2008,124693,EP,2
2008,124693,FC,20
2008,124693,FF,214
2008,124693,FS,6
2008,124693,FT,68
2008,124693,IN,15
2008,124693,KC,8
2008,124693,KN,8
2008,124693,SI,122
2008,124693,SL,54
2008,124748,CH,122
2008,124748,CU,56
2008,124748,EP,1
2008,124748,FA,1
2008,124748,FC,44
2008,124748,FF,410
2008,124748,FS,22
2008,124748,FT,114
2008,124748,IN,4
2008,124748,KC,12
2008,124748,KN,16
2008,124748,SI,148
2008,124748,SL,100
2008,131702,CH,9
2008,131702,CU,14
2008,131702,FC,13
2008,131702,FF,93
2008,131702,FS,2
2008,131702,FT,42
2008,131702,PO,1
2008,131702,SC,2
2008,131702,SI,59
2008,131702,SL,46
2008,132220,CH,3
2008,132220,CU,1
2008,132220,FF,12
2008,132220,FT,4
2008,132220,SL,2
2008,132260,CH,1
2008,132260,CU,4
2008,132260,FF,3
2008,132660,CH,32
2008,132660,CU,31
2008,132660,FC,40
2008,132660,FF,139
2008,132660,FS,10
2008,132660,FT,25
2008,132660,IN,4
2008,132660,KC,1
2008,132660,PO,1
2008,132660,SI,51
2008,132660,SL,89
2008,132720,CH,103
2008,132720,CU,105
2008,132720,FA,1
2008,132720,FC,74
2008,132720,FF,444
2008,132720,FS,21
2008,132720,FT,99
2008,132720,IN,13
2008,132720,KC,4
2008,132720,KN,7
2008,132720,PO,1
2008,132720,SI,140
2008,132720,SL,208
2008,132788,CH,206
2008,132788,CU,146
2008,132788,FC,167
2008,132788,FF,784
2008,132788,FS,29
2008,132788,FT,252
2008,132788,IN,12
2008,132788,KC,23
2008,132788,KN,24
2008,132788,SI,349
2008,132788,SL,401
2008,132880,CH,69
2008,132880,CU,53
2008,132880,FC,8
2008,132880,FF,171
2008,132880,FS,15
2008,132880,FT,30
2008,132880,IN,7
2008,132880,KC,1
2008,132880,SI,66
2008,132880,SL,58
2008,132961,CH,250
2008,132961,CU,85
2008,132961,FC,19
2008,132961,FF,293
2008,132961,FS,32
2008,132961,FT,170
2008,132961,IN,19
2008,132961,KC,2
2008,132961,PO,2
2008,132961,SI,221
2008,132961,SL,111
2008,133120,CH,4
2008,133120,FF,2
2008,133120,SI,1
2008,133120,SL,6
2008,133140,CH,7
2008,133140,CU,15
2008,133140,FC,12
2008,133140,FF,51
2008,133140,FS,2
2008,133140,FT,7
2008,133140,SI,31
2008,133140,SL,27
2008,133160,CH,285
2008,133160,CU,174
2008,133160,FC,101
2008,133160,FF,950
2008,133160,FO,1
2008,133160,FS,71
2008,133160,FT,224
2008,133160,IN,20
2008,133160,KC,15
2008,133160,KN,2
2008,133160,PO,11
2008,133160,SI,386
2008,133160,SL,271
2008,133225,CH,10
2008,133225,CU,15
2008,133225,FC,12
2008,133225,FF,97
2008,133225,FS,1
2008,133225,FT,34
2008,133225,SI,19
2008,133225,SL,34
2008,133226,CH,46
2008,133226,CU,27
2008,133226,FC,40
2008,133226,FF,220
2008,133226,FS,6
2008,133226,FT,39
2008,133226,PO,1
2008,133226,SI,65
2008,133226,SL,61
2008,133321,CH,59
2008,133321,CU,50
2008,133321,FC,55
2008,133321,FF,254
2008,133321,FS,11
2008,133321,FT,60
2008,133321,IN,2
2008,133321,KC,5
2008,133321,KN,6
2008,133321,SI,129
2008,133321,SL,63
2008,133321,UN,2
2008,133380,CH,225
2008,133380,CU,174
2008,133380,FC,134
2008,133380,FF,885
2008,133380,FS,49
2008,133380,FT,284
2008,133380,IN,21
2008,133380,KC,8
2008,133380,SI,359
2008,133380,SL,416
2008,133982,SI,3
2008,134001,CH,30
2008,134001,CU,54
2008,134001,FC,46
2008,134001,FF,273
2008,134001,FS,10
2008,134001,FT,89
2008,134001,KC,1
2008,134001,PO,1
2008,134001,SI,135
2008,134001,SL,80
2008,134002,CH,5
2008,134002,CU,4
2008,134002,FC,2
2008,134002,FF,34
2008,134002,FT,12
2008,134002,SI,7
2008,134002,SL,9
2008,134181,CH,183
2008,134181,CU,187
2008,134181,FC,87
2008,134181,FF,693
2008,134181,FS,27
2008,134181,FT,214
2008,134181,IN,33
2008,134181,KC,7
2008,134181,KN,22
2008,134181,PO,2
2008,134181,SI,396
2008,134181,SL,376
2008,134260,CH,162
2008,134260,CU,110
2008,134260,FC,86
2008,134260,FF,622
2008,134260,FO,2
2008,134260,FS,32
