season,player,pitch_type,total_times,swin_time,single,double,triple,home_run,score
2010,456655,SL,258,127,10,5,0,3,0.16968503937007876
2010,456665,CB,20,8,0,1,0,0,0.15875
2010,456665,CH,26,8,0,0,0,0,0.1407142857142857
2010,456665,CT,3,1,0,0,0,0,0.1407142857142857
2010,456665,FB,98,32,4,0,1,0,0.161875
2010,456665,SL,31,13,1,1,0,0,0.16615384615384615
2010,456696,FB,5,2,0,0,0,0,0.1407142857142857
2010,456696,SL,3,2,0,0,0,0,0.1407142857142857
2010,456701,CB,15,5,0,0,0,0,0.1407142857142857
2010,456701,CH,10,8,2,0,0,0,0.2225
2010,456701,CT,8,3,0,0,0,0,0.1407142857142857
2010,456701,FB,99,42,4,0,0,0,0.08476190476190476
2010,456701,SL,21,12,1,0,0,0,0.07416666666666667
2010,456714,CB,175,66,11,3,0,0,0.20606060606060608
2010,456714,CH,250,107,10,5,0,1,0.16214953271028038
2010,456714,CT,144,59,8,0,0,0,0.12067796610169493
2010,456714,FB,1490,630,74,32,0,13,0.2123809523809524
2010,456714,KN,19,7,1,0,0,0,0.12714285714285714
2010,456714,SF,24,14,1,0,0,0,0.06357142857142857
2010,456714,SL,417,176,24,5,0,0,0.15744318181818182
2010,456715,CB,79,30,3,5,0,0,0.30066666666666664
2010,456715,CH,60,27,1,0,0,0,0.032962962962962965
2010,456715,CT,16,10,3,1,0,0,0.39399999999999996
2010,456715,FB,369,180,18,5,1,1,0.14494444444444446
2010,456715,SF,8,6,0,0,0,0,0.1407142857142857
2010,456715,SL,110,48,7,0,0,0,0.12979166666666667
2010,457117,FB,5,1,0,0,0,0,0.1407142857142857
2010,457384,CB,4,0,0,0,0,0,0.1407142857142857
2010,457384,CH,13,3,0,0,0,0,0.1407142857142857
2010,457384,CT,5,1,0,0,0,0,0.1407142857142857
2010,457384,FB,51,22,4,0,0,0,0.16181818181818186
2010,457384,SF,3,2,0,0,0,0,0.1407142857142857
2010,457384,SL,12,4,0,0,0,0,0.1407142857142857
2010,457420,CB,82,33,4,0,0,0,0.10787878787878788
2010,457420,CH,105,68,3,0,0,0,0.03926470588235294
2010,457420,CT,44,26,1,0,0,0,0.03423076923076923
2010,457420,FB,498,238,13,1,0,3,0.08042016806722689
2010,457420,KN,6,4,0,0,0,0,0.1407142857142857
2010,457420,SF,12,8,0,0,0,0,0.1407142857142857
2010,457420,SL,143,82,6,1,0,1,0.10621951219512192
2010,457425,FB,4,2,1,0,0,0,0.445
2010,457428,CB,11,4,0,0,0,0,0.1407142857142857
2010,457428,CH,4,1,0,0,0,0,0.1407142857142857
2010,457428,CT,2,1,0,0,0,0,0.1407142857142857
2010,457428,FB,66,20,0,1,0,0,0.0635
2010,457428,SF,1,0,0,0,0,0,0.1407142857142857
2010,457428,SL,5,2,0,0,0,0,0.1407142857142857
2010,457447,CB,8,5,0,0,0,0,0.1407142857142857
2010,457447,CH,3,2,0,0,0,0,0.1407142857142857
2010,457447,FB,86,46,1,0,0,0,0.01934782608695652
2010,457447,KN,5,3,0,0,0,0,0.1407142857142857
2010,457447,SL,10,7,0,0,0,0,0.1407142857142857
2010,457448,FB,7,3,0,0,0,0,0.1407142857142857
2010,457453,CB,11,5,0,0,0,0,0.1407142857142857
2010,457453,CH,7,5,1,0,0,0,0.17800000000000002
2010,457453,CT,8,5,0,0,0,0,0.1407142857142857
2010,457453,FB,130,53,2,1,0,0,0.05754716981132075
2010,457453,SL,20,11,1,0,0,0,0.08090909090909093
2010,457454,CB,7,2,0,0,0,0,0.1407142857142857
2010,457454,CH,16,6,0,1,0,0,0.21166666666666667
2010,457454,CT,3,3,0,0,0,0,0.1407142857142857
2010,457454,FB,79,31,0,2,0,0,0.08193548387096775
2010,457454,SL,8,5,1,0,0,0,0.17800000000000002
2010,457456,FB,7,2,0,0,0,0,0.1407142857142857
2010,457456,SF,2,0,0,0,0,0,0.1407142857142857
2010,457477,CB,12,4,0,1,0,0,0.3175
2010,457477,CH,12,6,0,0,0,0,0.1407142857142857
2010,457477,CT,1,1,0,0,0,0,0.1407142857142857
2010,457477,FB,65,39,5,2,0,0,0.17923076923076925
2010,457477,KN,1,1,1,0,0,0,0.89
2010,457477,SL,4,2,0,0,0,0,0.1407142857142857
2010,457508,CB,8,1,0,0,0,0,0.1407142857142857
2010,457508,CH,5,2,0,0,0,0,0.1407142857142857
2010,457508,CT,8,2,0,0,0,0,0.1407142857142857
2010,457508,FB,49,20,2,1,0,1,0.2575
2010,457508,SF,4,2,0,0,0,0,0.1407142857142857
2010,457508,SL,12,5,0,0,0,0,0.1407142857142857
2010,457567,CB,3,1,0,0,0,0,0.1407142857142857
2010,457567,CT,1,0,0,0,0,0,0.1407142857142857
2010,457567,FB,8,3,0,0,0,0,0.1407142857142857
2010,457567,SL,3,2,0,0,0,0,0.1407142857142857
2010,457705,CB,196,68,12,4,1,0,0.2555882352941176
2010,457705,CH,231,98,7,2,0,4,0.17520408163265308
2010,457705,CT,179,63,6,4,0,0,0.1653968253968254
2010,457705,FB,1561,587,64,19,4,11,0.18853492333901195
2010,457705,KN,9,3,1,0,0,0,0.2966666666666667
2010,457705,SF,30,18,1,1,0,0,0.12
2010,457705,SL,410,161,16,4,0,1,0.13304347826086954
2010,457706,CB,165,71,13,0,0,0,0.16295774647887326
2010,457706,CH,269,140,10,7,0,1,0.14207142857142854
2010,457706,CT,190,96,6,3,0,0,0.0953125
2010,457706,FB,1649,742,77,20,7,3,0.15036388140161727
2010,457706,KN,8,5,0,0,0,0,0.1407142857142857
2010,457706,SF,26,10,2,0,0,0,0.17800000000000002
2010,457706,SL,365,167,25,4,3,0,0.19275449101796405
2010,457707,CT,1,1,0,0,0,0,0.1407142857142857
2010,457707,FB,3,1,0,0,0,0,0.1407142857142857
2010,457708,CB,206,62,3,1,0,0,0.0635483870967742
2010,457708,CH,231,114,7,1,0,1,0.08421052631578947
2010,457708,CT,106,43,4,1,0,0,0.11232558139534883
2010,457708,FB,1283,538,51,19,2,12,0.1820817843866171
2010,457708,KN,20,7,0,0,0,1,0.3
2010,457708,SF,52,25,0,1,0,0,0.0508
2010,457708,SL,463,178,21,4,1,3,0.17803370786516856
2010,457711,FB,6,2,0,0,0,0,0.1407142857142857
2010,457727,CB,130,48,2,0,1,1,0.11458333333333333
2010,457727,CH,118,60,4,0,0,1,0.09433333333333334
2010,457727,CT,77,32,2,1,0,1,0.1609375
2010,457727,FB,702,286,30,5,1,4,0.15059440559440554
2010,457727,KN,24,12,3,0,0,0,0.2225
2010,457727,SF,10,4,1,0,0,1,0.7475
2010,457727,SL,224,101,8,1,1,0,0.09910891089108913
2010,457759,CB,1,0,0,0,0,0,0.1407142857142857
2010,457759,CH,3,1,0,0,0,0,0.1407142857142857
2010,457759,CT,4,3,0,0,0,0,0.1407142857142857
2010,457759,FB,38,20,0,1,0,0,0.0635
2010,457759,SL,23,11,0,0,0,0,0.1407142857142857
2010,457762,CB,12,5,1,0,0,0,0.17800000000000002
2010,457762,CH,9,7,2,1,0,0,0.4357142857142857
2010,457762,CT,2,2,0,0,0,0,0.1407142857142857
2010,457762,FB,68,32,4,1,0,0,0.1509375
2010,457762,SF,5,3,0,0,0,0,0.1407142857142857
2010,457762,SL,16,10,0,0,0,0,0.1407142857142857
2010,457763,CB,180,70,10,1,1,1,0.1984285714285714
2010,457763,CH,161,80,11,5,0,1,0.2280000000000001
2010,457763,CT,112,58,7,1,0,0,0.12931034482758622
2010,457763,FB,1081,494,48,17,1,11,0.18022267206477727
2010,457763,KN,17,3,2,0,0,0,0.5933333333333334
2010,457763,SF,36,20,2,0,0,0,0.08900000000000001
2010,457763,SL,397,181,14,2,0,6,0.15248618784530388
2010,457775,CB,14,4,1,0,0,0,0.2225
2010,457775,CH,11,4,0,0,0,0,0.1407142857142857
2010,457775,CT,15,6,0,0,0,0,0.1407142857142857
2010,457775,FB,66,28,0,1,1,0,0.10321428571428573
2010,457775,SF,2,2,0,0,0,0,0.1407142857142857
2010,457775,SL,10,2,1,0,0,0,0.445
2010,457787,CB,30,13,0,0,0,0,0.1407142857142857
2010,457787,CH,72,40,4,0,0,0,0.08900000000000001
2010,457787,CT,19,12,1,0,0,0,0.07416666666666667
2010,457787,FB,253,112,4,3,1,6,0.1927678571428572
2010,457787,KN,16,9,0,0,0,0,0.1407142857142857
2010,457787,SF,13,10,0,0,0,0,0.1407142857142857
2010,457787,SL,28,10,2,1,0,0,0.305
2010,457803,CB,179,79,7,1,0,2,0.1481012658227848
2010,457803,CH,255,132,11,3,1,4,0.17893939393939398
2010,457803,CT,89,42,3,1,0,2,0.19380952380952385
2010,457803,FB,1203,546,59,14,3,10,0.17609890109890108
2010,457803,SF,55,35,3,2,0,1,0.20885714285714288
2010,457803,SL,365,167,8,2,1,6,0.1429940119760479
2010,457859,CB,15,7,1,0,0,0,0.12714285714285714
2010,457859,CH,22,14,1,0,0,0,0.06357142857142857
2010,457859,CT,8,5,0,0,0,0,0.1407142857142857
2010,457859,FB,66,41,0,1,0,1,0.08219512195121953
2010,457859,KN,9,4,0,1,0,0,0.3175
2010,457859,SL,17,13,1,0,0,0,0.06846153846153846
2010,457918,CB,6,0,0,0,0,0,0.1407142857142857
2010,457918,CH,5,2,0,0,0,0,0.1407142857142857
2010,457918,CT,10,6,0,0,0,0,0.1407142857142857
2010,457918,FB,70,29,0,0,0,0,0.1407142857142857
2010,457918,SF,2,1,0,0,0,0,0.1407142857142857
2010,457918,SL,9,3,0,0,0,0,0.1407142857142857
2010,457926,CB,90,36,3,2,0,0,0.14472222222222222
2010,457926,CH,66,30,3,0,0,1,0.15899999999999995
2010,457926,CT,33,10,1,0,0,0,0.08900000000000001
2010,457926,FB,490,211,19,6,0,3,0.1461137440758294
2010,457926,SF,9,8,0,0,0,0,0.1407142857142857
2010,457926,SL,140,68,11,2,0,1,0.2122058823529412
2010,458000,CH,1,1,0,0,0,0,0.1407142857142857
2010,458000,FB,1,1,0,0,0,0,0.1407142857142857
2010,458000,SL,1,1,0,0,0,0,0.1407142857142857
2010,458003,CB,11,6,0,0,0,0,0.1407142857142857
2010,458003,CH,6,5,0,0,0,0,0.1407142857142857
2010,458003,CT,1,0,0,0,0,0,0.1407142857142857
2010,458003,FB,48,16,0,0,0,0,0.1407142857142857
2010,458003,KN,3,2,0,0,0,0,0.1407142857142857
2010,458003,SL,8,3,0,0,0,0,0.1407142857142857
2010,458015,CB,235,109,11,3,1,0,0.1396330275229358
2010,458015,CH,261,140,8,4,0,2,0.11714285714285713
2010,458015,CT,143,80,9,2,0,2,0.184375
2010,458015,FB,1438,643,57,19,1,25,0.20059097978227064
2010,458015,KN,2,1,0,0,0,0,0.1407142857142857
2010,458015,SF,64,29,3,2,0,1,0.2520689655172414
2010,458015,SL,423,216,14,6,0,7,0.16101851851851853
2010,458036,CB,66,33,1,2,0,2,0.2312121212121213
2010,458036,CH,48,34,2,0,0,0,0.05235294117647059
2010,458036,CT,27,15,2,0,0,0,0.11866666666666667
2010,458036,FB,217,111,16,2,0,0,0.15117117117117118
2010,458036,SF,6,5,0,0,0,0,0.1407142857142857
2010,458036,SL,65,46,4,0,0,0,0.07739130434782608
2010,458085,CB,127,53,5,2,1,1,0.2020754716981132
2010,458085,CH,188,85,7,3,0,0,0.11811764705882355
2010,458085,CT,112,55,5,2,1,0,0.15654545454545454
2010,458085,FB,932,391,40,11,1,4,0.15240409207161126
2010,458085,KN,30,12,1,0,0,0,0.07416666666666667
2010,458085,SF,30,18,1,1,0,0,0.12
2010,458085,SL,176,68,9,1,0,0,0.13647058823529412
2010,458155,CB,4,1,0,0,0,0,0.1407142857142857
2010,458155,FB,9,4,0,0,0,0,0.1407142857142857
2010,458210,CB,46,16,1,0,0,0,0.055625
2010,458210,CH,70,36,4,2,1,0,0.21444444444444444
2010,458210,CT,41,18,0,0,1,0,0.09000000000000001
2010,458210,FB,395,164,25,4,2,1,0.19920731707317074
2010,458210,SF,8,2,0,0,0,0,0.1407142857142857
2010,458210,SL,53,32,0,1,0,0,0.0396875
2010,458220,CB,1,1,0,0,0,0,0.1407142857142857
2010,458220,CH,1,1,0,0,0,0,0.1407142857142857
2010,458220,FB,5,2,0,0,0,0,0.1407142857142857
2010,458501,CB,4,1,0,0,0,0,0.1407142857142857
2010,458501,CH,3,2,0,0,0,0,0.1407142857142857
2010,458501,CT,2,2,1,0,0,0,0.445
2010,458501,FB,27,14,1,0,0,0,0.06357142857142857
2010,458501,SF,2,1,0,0,1,0,1.62
2010,458501,SL,11,8,1,0,0,0,0.11125
2010,458537,CH,2,2,0,0,0,0,0.1407142857142857
2010,458537,CT,1,1,0,0,0,0,0.1407142857142857
2010,458537,FB,15,6,0,0,0,0,0.1407142857142857
2010,458537,SL,5,2,0,0,0,0,0.1407142857142857
2010,458567,FB,3,2,0,0,0,0,0.1407142857142857
2010,458567,SL,2,1,0,0,0,0,0.1407142857142857
2010,458582,CB,109,45,4,1,0,0,0.10733333333333334
2010,458582,CH,163,100,11,2,0,2,0.1653
2010,458582,CT,61,39,1,0,1,0,0.06435897435897436
2010,458582,FB,753,386,28,9,0,4,0.11593264248704666
2010,458582,KN,6,2,0,0,0,0,0.1407142857142857
2010,458582,SF,24,9,2,0,0,0,0.19777777777777766
2010,458582,SL,156,93,9,1,0,2,0.1449462365591398
2010,458589,CT,1,1,0,0,0,0,0.1407142857142857
2010,458589,FB,7,2,0,0,0,0,0.1407142857142857
2010,458628,CB,20,7,0,0,0,0,0.1407142857142857
2010,458628,CH,22,13,1,0,0,0,0.06846153846153846
2010,458628,CT,15,6,0,0,0,0,0.1407142857142857
2010,458628,FB,134,71,7,2,0,0,0.12352112676056334
2010,458628,SF,11,8,1,0,0,0,0.11125
2010,458628,SL,36,19,0,2,0,0,0.1336842105263158
2010,458643,CB,13,5,1,0,0,0,0.17800000000000002
2010,458643,CH,35,15,0,0,0,0,0.1407142857142857
2010,458643,CT,10,1,0,0,0,0,0.1407142857142857
2010,458643,FB,108,48,3,2,0,0,0.10854166666666666
2010,458643,SF,3,1,0,0,0,0,0.1407142857142857
2010,458643,SL,16,8,1,0,0,0,0.11125
2010,458657,CB,3,2,0,0,0,0,0.1407142857142857
2010,458657,CH,3,2,1,0,0,0,0.445
2010,458657,CT,1,1,0,0,0,0,0.1407142857142857
2010,458657,FB,19,10,1,0,0,0,0.08900000000000001
2010,458657,SL,2,1,0,0,0,0,0.1407142857142857
2010,458675,CB,228,92,5,0,0,4,0.1396739130434783
2010,458675,CH,231,117,8,3,0,3,0.14726495726495728
2010,458675,CT,98,55,5,1,1,0,0.13345454545454544
2010,458675,FB,1130,493,39,18,2,11,0.17020283975659228
2010,458675,KN,2,1,1,0,0,0,0.89
2010,458675,SF,78,43,4,1,0,2,0.21
2010,458675,SL,341,163,12,5,0,3,0.14312883435582824
2010,458679,CB,65,20,0,0,0,0,0.1407142857142857
2010,458679,CH,81,57,3,1,0,0,0.06912280701754386
2010,458679,CT,42,25,1,0,0,0,0.0356
2010,458679,FB,280,153,16,3,0,3,0.15915032679738564
2010,458679,KN,13,8,1,0,0,0,0.11125
2010,458679,SF,5,4,0,0,0,0,0.1407142857142857
2010,458679,SL,65,33,3,1,0,0,0.1193939393939394
2010,458690,CB,32,16,1,0,0,0,0.055625
2010,458690,CH,4,0,0,0,0,0,0.1407142857142857
2010,458690,CT,6,5,0,0,0,0,0.1407142857142857
2010,458690,FB,153,59,2,1,0,0,0.051694915254237285
2010,458690,SF,2,1,0,0,0,0,0.1407142857142857
2010,458690,SL,24,15,1,0,0,0,0.059333333333333335
2010,458709,CB,17,5,0,0,0,0,0.1407142857142857
2010,458709,CH,14,5,0,0,0,0,0.1407142857142857
2010,458709,CT,6,4,0,0,0,0,0.1407142857142857
2010,458709,FB,167,67,2,2,0,0,0.06447761194029851
2010,458709,SF,2,1,0,0,0,0,0.1407142857142857
2010,458709,SL,6,3,0,0,0,0,0.1407142857142857
2010,458713,FB,9,5,0,0,0,0,0.1407142857142857
2010,458730,FB,4,1,0,0,0,0,0.1407142857142857
2010,458731,CB,214,39,6,1,0,0,0.16948717948717948
2010,458731,CH,189,61,6,2,0,1,0.16360655737704918
2010,458731,CT,132,47,6,2,1,0,0.20212765957446807
2010,458731,FB,1926,599,65,15,6,4,0.15863105175292155
2010,458731,KN,17,7,0,0,0,0,0.1407142857142857
2010,458731,SF,44,13,4,0,0,0,0.27384615384615385
2010,458731,SL,231,79,15,0,0,0,0.16898734177215188
2010,458913,CB,53,20,0,0,0,0,0.1407142857142857
2010,458913,CH,70,35,7,1,0,0,0.21428571428571427
2010,458913,CT,34,15,1,0,0,0,0.059333333333333335
2010,458913,FB,477,191,26,3,1,0,0.14958115183246073
2010,458913,SF,12,5,0,1,0,0,0.254
2010,458913,SL,48,18,2,0,0,0,0.09888888888888887
2010,458924,FB,4,3,0,0,0,0,0.1407142857142857
2010,459334,CB,5,2,0,0,0,0,0.1407142857142857
2010,459334,CH,1,1,0,0,0,0,0.1407142857142857
2010,459334,FB,10,2,0,1,0,0,0.635
2010,459334,SL,3,2,0,0,0,0,0.1407142857142857
2010,459411,FB,3,1,0,0,0,0,0.1407142857142857
2010,459431,CB,149,58,4,1,0,2,0.15568965517241382
2010,459431,CH,154,73,2,1,0,0,0.04178082191780821
2010,459431,CT,87,42,1,3,0,1,0.1619047619047619
2010,459431,FB,773,291,23,5,1,5,0.1338144329896907
2010,459431,SF,26,12,1,0,0,0,0.07416666666666667
2010,459431,SL,177,99,7,1,1,2,0.13454545454545455
2010,459440,CB,16,8,0,0,0,0,0.1407142857142857
2010,459440,CH,16,8,0,0,0,0,0.1407142857142857
2010,459440,CT,23,12,1,0,0,0,0.07416666666666667
2010,459440,FB,66,35,5,1,0,0,0.16342857142857145
2010,459440,SL,16,7,0,0,0,0,0.1407142857142857
2010,459939,CB,1,0,0,0,0,0,0.1407142857142857
2010,459939,FB,6,4,0,0,0,0,0.1407142857142857
2010,459941,CB,17,8,0,1,0,0,0.15875
2010,459941,CH,31,14,1,0,0,0,0.06357142857142857
2010,459941,CT,3,1,0,0,0,0,0.1407142857142857
2010,459941,FB,111,50,3,1,0,1,0.1208
2010,459941,SL,13,9,0,0,0,0,0.1407142857142857
2010,459943,CB,60,17,1,0,0,1,0.1758823529411765
2010,459943,CH,60,30,1,0,0,0,0.029666666666666668
2010,459943,CT,32,14,0,0,0,0,0.1407142857142857
2010,459943,FB,304,135,16,2,0,5,0.20207407407407407
2010,459943,SF,20,11,0,0,0,0,0.1407142857142857
2010,459943,SL,92,51,1,1,0,1,0.08352941176470588
2010,459964,CB,121,34,2,0,0,1,0.11411764705882352
2010,459964,CH,139,63,4,2,0,0,0.0968253968253968
2010,459964,CT,66,26,0,0,1,1,0.14307692307692307
2010,459964,FB,621,281,18,11,2,7,0.1705693950177936
2010,459964,KN,21,11,0,1,0,0,0.11545454545454545
2010,459964,SF,14,5,1,0,0,0,0.17800000000000002
2010,459964,SL,135,58,1,1,0,1,0.07344827586206898
2010,459967,CB,6,3,0,0,0,0,0.1407142857142857
2010,459967,CH,1,0,0,0,0,0,0.1407142857142857
2010,459967,FB,31,11,0,1,0,0,0.11545454545454545
2010,459967,SL,2,2,0,0,0,0,0.1407142857142857
2010,459991,CB,252,94,11,5,1,1,0.21127659574468088
2010,459991,CH,229,131,9,3,0,1,0.10625954198473282
2010,459991,CT,130,71,8,1,1,2,0.2001408450704225
2010,459991,FB,1353,657,49,25,1,12,0.15552511415525114
2010,459991,KN,29,10,1,0,0,1,0.29900000000000004
2010,459991,SF,28,19,0,0,0,0,0.1407142857142857
2010,459991,SL,394,185,19,3,0,2,0.13470270270270268
2010,460003,CB,17,7,0,0,0,0,0.1407142857142857
2010,460003,CH,36,18,0,0,0,1,0.11666666666666667
2010,460003,CT,19,12,0,0,0,0,0.1407142857142857
2010,460003,FB,223,111,4,1,0,3,0.10027027027027027
2010,460003,SF,1,1,0,0,0,0,0.1407142857142857
2010,460003,SL,44,18,2,0,0,0,0.09888888888888887
2010,460022,CB,50,18,3,0,1,0,0.2383333333333333
2010,460022,CH,43,18,2,1,0,0,0.16944444444444445
2010,460022,CT,9,2,0,0,0,0,0.1407142857142857
2010,460022,FB,229,114,10,2,0,1,0.11877192982456145
2010,460022,KN,3,1,0,0,0,0,0.1407142857142857
2010,460022,SF,9,6,0,0,0,0,0.1407142857142857
2010,460022,SL,75,40,2,0,0,0,0.0445
2010,460024,CH,1,1,0,0,0,0,0.1407142857142857
2010,460024,FB,2,0,0,0,0,0,0.1407142857142857
2010,460024,SL,1,1,0,0,0,0,0.1407142857142857
2010,460026,CB,100,35,3,1,0,2,0.2325714285714286
2010,460026,CH,90,51,4,4,0,0,0.16941176470588235
2010,460026,CT,58,32,3,0,0,0,0.0834375
2010,460026,FB,675,328,24,11,1,5,0.14466463414634145
2010,460026,KN,1,0,0,0,0,0,0.1407142857142857
2010,460026,SF,23,14,2,1,0,0,0.2178571428571429
2010,460026,SL,201,97,4,1,1,1,0.08814432989690722
2010,460051,CB,55,23,4,2,0,0,0.2652173913043478
2010,460051,CH,70,45,1,1,0,0,0.048
2010,460051,CT,29,15,0,0,0,0,0.1407142857142857
2010,460051,FB,680,259,32,6,0,0,0.1393822393822394
2010,460051,KN,6,4,0,0,0,0,0.1407142857142857
2010,460051,SF,14,4,0,0,0,0,0.1407142857142857
2010,460051,SL,96,48,7,0,0,0,0.12979166666666667
2010,460055,CB,3,2,0,0,0,0,0.1407142857142857
2010,460055,CH,6,4,1,0,0,0,0.2225
2010,460055,FB,26,8,0,0,0,2,0.525
2010,460055,SF,1,1,0,0,0,0,0.1407142857142857
2010,460055,SL,10,5,1,0,0,0,0.17800000000000002
2010,460059,CB,9,6,0,0,0,0,0.1407142857142857
2010,460059,CH,11,7,1,0,0,0,0.12714285714285714
2010,460059,CT,10,4,1,0,0,0,0.2225
2010,460059,FB,192,80,3,0,0,0,0.033375
2010,460059,SF,2,1,0,0,0,0,0.1407142857142857
2010,460059,SL,24,16,2,0,0,0,0.11125
2010,460060,CB,205,81,10,3,1,0,0.17691358024691362
2010,460060,CH,287,120,12,4,1,0,0.14483333333333331
2010,460060,CT,107,51,3,1,1,0,0.10901960784313726
2010,460060,FB,1442,619,50,15,4,5,0.13009693053311794
2010,460060,KN,13,8,0,0,0,0,0.1407142857142857
2010,460060,SF,26,12,1,0,1,0,0.2091666666666667
2010,460060,SL,198,96,10,2,0,1,0.14104166666666668
2010,460067,CB,151,58,7,2,0,0,0.15120689655172412
2010,460067,CH,246,127,18,2,0,0,0.14614173228346455
2010,460067,CT,94,36,0,3,0,0,0.10583333333333332
2010,460067,FB,1126,458,46,14,2,1,0.13986899563318778
2010,460067,KN,13,5,0,0,0,0,0.1407142857142857
2010,460067,SF,10,7,1,0,1,0,0.3585714285714286
2010,460067,SL,140,80,10,3,0,1,0.185125
2010,460069,CB,3,1,0,0,0,0,0.1407142857142857
2010,460069,FB,10,4,0,0,0,0,0.1407142857142857
2010,460069,SF,1,0,0,0,0,0,0.1407142857142857
2010,460069,SL,1,1,0,0,0,0,0.1407142857142857
2010,460075,CB,209,84,7,2,0,3,0.1794047619047619
2010,460075,CH,232,119,9,3,0,3,0.15226890756302522
2010,460075,CT,117,58,7,2,0,0,0.15120689655172412
2010,460075,FB,1491,653,72,29,1,15,0.20525267993874427
2010,460075,KN,25,13,0,0,0,0,0.1407142857142857
2010,460075,SF,42,17,0,3,0,2,0.4711764705882353
2010,460075,SL,407,208,22,6,0,2,0.15096153846153848
2010,460077,CB,42,16,1,2,0,0,0.214375
2010,460077,CH,49,25,1,0,0,0,0.0356
2010,460077,CT,37,14,1,0,0,0,0.06357142857142857
2010,460077,FB,393,196,16,3,1,2,0.12178571428571427
2010,460077,SF,1,0,0,0,0,0,0.1407142857142857
2010,460077,SL,59,20,0,1,0,0,0.0635
2010,460086,CB,82,26,1,0,0,2,0.19576923076923075
2010,460086,CH,130,68,5,2,0,0,0.10279411764705884
2010,460086,CT,30,3,2,0,0,0,0.5933333333333334
2010,460086,FB,694,298,22,8,0,6,0.1420805369127517
2010,460086,SF,14,7,0,0,0,0,0.1407142857142857
2010,460086,SL,173,62,4,0,0,0,0.05741935483870968
2010,460099,CB,37,8,1,0,0,1,0.37375
2010,460099,CH,56,28,4,0,0,0,0.12714285714285714
2010,460099,CT,37,16,1,0,0,0,0.055625
2010,460099,FB,297,106,9,5,0,2,0.1750943396226415
2010,460099,KN,17,6,0,0,0,0,0.1407142857142857
2010,460099,SF,1,0,0,0,0,0,0.1407142857142857
2010,460099,SL,69,32,1,0,0,0,0.0278125
2010,460105,CB,1,1,0,0,0,0,0.1407142857142857
2010,460105,CH,4,4,0,0,0,0,0.1407142857142857
2010,460105,CT,1,1,0,0,0,0,0.1407142857142857
2010,460105,FB,29,15,2,1,0,0,0.2033333333333333
2010,460105,SF,1,0,0,0,0,0,0.1407142857142857
2010,460105,SL,9,2,0,1,0,0,0.635
2010,460131,CB,14,9,0,1,0,0,0.1411111111111111
2010,460131,CH,21,8,0,0,0,0,0.1407142857142857
2010,460131,CT,11,4,0,0,0,0,0.1407142857142857
2010,460131,FB,79,38,2,1,0,0,0.08026315789473684
2010,460131,SF,3,1,0,0,0,0,0.1407142857142857
2010,460131,SL,13,5,0,1,0,0,0.254
2010,460252,CB,38,18,0,0,0,0,0.1407142857142857
2010,460252,CH,33,13,0,0,0,0,0.1407142857142857
2010,460252,CT,11,5,0,0,0,1,0.42
2010,460252,FB,153,73,5,3,0,1,0.14191780821917807
2010,460252,SF,5,2,1,0,0,0,0.445
2010,460252,SL,29,17,1,0,0,0,0.05235294117647059
2010,460267,CB,2,0,0,0,0,0,0.1407142857142857
2010,460267,CH,5,2,0,0,0,0,0.1407142857142857
2010,460267,CT,1,1,0,0,0,0,0.1407142857142857
2010,460267,FB,26,14,0,0,0,0,0.1407142857142857
2010,460267,SL,3,1,0,0,0,0,0.1407142857142857
2010,460269,CB,8,3,0,0,0,0,0.1407142857142857
2010,460269,CH,29,11,0,0,0,0,0.1407142857142857
2010,460269,CT,10,5,1,0,0,0,0.17800000000000002
2010,460269,FB,164,80,3,1,0,1,0.0755
2010,460269,KN,6,3,0,0,0,0,0.1407142857142857
2010,460269,SF,2,2,0,0,0,0,0.1407142857142857
2010,460269,SL,52,27,1,4,0,0,0.2211111111111111
2010,460284,CH,1,1,0,0,0,0,0.1407142857142857
2010,460284,FB,8,3,0,0,0,0,0.1407142857142857
2010,460576,CB,136,56,3,0,0,1,0.08517857142857142
2010,460576,CH,104,59,5,2,0,1,0.15406779661016948
2010,460576,CT,27,17,1,1,1,0,0.2223529411764706
2010,460576,FB,629,293,27,7,2,3,0.1449146757679181
2010,460576,KN,13,10,3,0,0,0,0.267
2010,460576,SF,7,3,2,0,0,0,0.5933333333333334
2010,460576,SL,216,129,12,1,0,0,0.09263565891472868
2010,460579,CB,184,86,9,1,0,0,0.10790697674418603
2010,460579,CH,224,121,13,1,0,0,0.10611570247933884
2010,460579,CT,93,47,5,1,2,0,0.19063829787234046
2010,460579,FB,1344,521,56,10,5,0,0.1355854126679463
2010,460579,KN,39,21,1,0,0,0,0.04238095238095238
2010,460579,SF,66,41,3,0,0,0,0.0651219512195122
2010,460579,SL,241,120,17,4,0,0,0.1684166666666667
2010,460701,CB,1,0,0,0,0,0,0.1407142857142857
2010,460701,FB,10,3,0,0,0,0,0.1407142857142857
2010,460701,KN,2,2,0,0,0,0,0.1407142857142857
2010,460701,SL,3,0,0,0,0,0,0.1407142857142857
2010,461235,CB,3,0,0,0,0,0,0.1407142857142857
2010,461235,CH,15,9,1,0,0,0,0.09888888888888887
2010,461235,CT,3,1,0,0,0,0,0.1407142857142857
2010,461235,FB,53,30,2,1,0,0,0.10166666666666667
